,dealer_up_card,dealer_up_card_value,dealer_final_hand_value,dealer_busted,dealer_blackjack,dealer_final_hand,player_hand,player_hand_value,player_busted,player_blackjack,player_won,player_stack
102,TH,10,18,False,False,"[<Card.Card object at 0x000001E8220987F0>, <Card.Card object at 0x000001E8220A26D0>]","[<Card.Card object at 0x000001E8220A85B0>, <Card.Card object at 0x000001E8220A2490>]",14,False,False,0,
103,6H,6,24,True,False,"[<Card.Card object at 0x000001E8220A2DC0>, <Card.Card object at 0x000001E822087280>, <Card.Card object at 0x000001E822077700>]","[<Card.Card object at 0x000001E82208C820>, <Card.Card object at 0x000001E8220777C0>]",13,False,False,0,
104,7C,7,18,False,False,"[<Card.Card object at 0x000001E822082040>, <Card.Card object at 0x000001E822090910>, <Card.Card object at 0x000001E822087430>]","[<Card.Card object at 0x000001E822092460>, <Card.Card object at 0x000001E8220A8100>]",12,False,False,0,
105,AH,1,21,False,True,"[<Card.Card object at 0x000001E822090700>, <Card.Card object at 0x000001E822013730>]","[<Card.Card object at 0x000001E822022C40>, <Card.Card object at 0x000001E8220A8160>]",20,False,False,0,
106,2S,2,17,False,False,"[<Card.Card object at 0x000001E8220820D0>, <Card.Card object at 0x000001E8220A2C40>, <Card.Card object at 0x000001E8220A8CA0>]","[<Card.Card object at 0x000001E8220A8910>, <Card.Card object at 0x000001E822087850>]",21,False,True,1,
107,2H,2,17,False,False,"[<Card.Card object at 0x000001E8220929A0>, <Card.Card object at 0x000001E822090B80>, <Card.Card object at 0x000001E822064AF0>, <Card.Card object at 0x000001E82205EC10>]","[<Card.Card object at 0x000001E8220A8640>, <Card.Card object at 0x000001E822077610>, <Card.Card object at 0x000001E82208CBB0>]",19,False,False,1,
108,9S,9,20,False,False,"[<Card.Card object at 0x000001E82205E700>, <Card.Card object at 0x000001E822098D30>, <Card.Card object at 0x000001E8220982E0>]","[<Card.Card object at 0x000001E82208C5B0>, <Card.Card object at 0x000001E8220922E0>, <Card.Card object at 0x000001E822092E50>, <Card.Card object at 0x000001E8220874F0>]",14,False,False,0,
109,5C,5,17,False,False,"[<Card.Card object at 0x000001E82201F9D0>, <Card.Card object at 0x000001E822077670>, <Card.Card object at 0x000001E8220AD190>]","[<Card.Card object at 0x000001E822087400>, <Card.Card object at 0x000001E8220AD6A0>]",17,False,False,0,
110,AD,1,21,False,True,"[<Card.Card object at 0x000001E8220A2F10>, <Card.Card object at 0x000001E82207D2B0>]","[<Card.Card object at 0x000001E82207D3A0>, <Card.Card object at 0x000001E822082CD0>]",19,False,False,0,
111,2H,2,18,False,False,"[<Card.Card object at 0x000001E822092400>, <Card.Card object at 0x000001E822082C40>, <Card.Card object at 0x000001E82201D2B0>]","[<Card.Card object at 0x000001E82208C400>, <Card.Card object at 0x000001E82201F940>]",13,False,False,0,
112,2D,2,18,False,False,"[<Card.Card object at 0x000001E822098FA0>, <Card.Card object at 0x000001E8220A21F0>, <Card.Card object at 0x000001E82201FE50>, <Card.Card object at 0x000001E8220988E0>]","[<Card.Card object at 0x000001E82208CC40>, <Card.Card object at 0x000001E82207D580>]",14,False,False,0,
113,5H,5,25,True,False,"[<Card.Card object at 0x000001E822087D30>, <Card.Card object at 0x000001E822026130>, <Card.Card object at 0x000001E822092850>]","[<Card.Card object at 0x000001E82208C580>, <Card.Card object at 0x000001E822026460>]",19,False,False,0,
114,4S,4,22,True,False,"[<Card.Card object at 0x000001E822074430>, <Card.Card object at 0x000001E822090580>, <Card.Card object at 0x000001E82205E520>]","[<Card.Card object at 0x000001E822022910>, <Card.Card object at 0x000001E822082100>]",14,False,False,0,
115,4S,4,25,True,False,"[<Card.Card object at 0x000001E822026790>, <Card.Card object at 0x000001E8220AD4F0>, <Card.Card object at 0x000001E822092760>, <Card.Card object at 0x000001E822090520>]","[<Card.Card object at 0x000001E8220ADB80>, <Card.Card object at 0x000001E822024E20>]",12,False,False,0,
116,2D,2,25,True,False,"[<Card.Card object at 0x000001E822092F10>, <Card.Card object at 0x000001E82201D910>, <Card.Card object at 0x000001E822098E80>, <Card.Card object at 0x000001E8220A8730>]","[<Card.Card object at 0x000001E822098040>, <Card.Card object at 0x000001E8220AD280>, <Card.Card object at 0x000001E822098100>]",17,False,False,0,
117,TH,10,18,False,False,"[<Card.Card object at 0x000001E82207DB50>, <Card.Card object at 0x000001E8220A8340>]","[<Card.Card object at 0x000001E822098790>, <Card.Card object at 0x000001E8220A2D00>]",16,False,False,0,
118,9H,9,19,False,False,"[<Card.Card object at 0x000001E8220A8A60>, <Card.Card object at 0x000001E8220AD910>]","[<Card.Card object at 0x000001E822098610>, <Card.Card object at 0x000001E8220A25E0>]",13,False,False,0,
119,4S,4,26,True,False,"[<Card.Card object at 0x000001E8220A8CD0>, <Card.Card object at 0x000001E822026100>, <Card.Card object at 0x000001E82208C040>, <Card.Card object at 0x000001E8220A2160>, <Card.Card object at 0x000001E82207DEE0>]","[<Card.Card object at 0x000001E82208C640>, <Card.Card object at 0x000001E822098B20>]",19,False,False,0,
120,5H,5,21,False,False,"[<Card.Card object at 0x000001E82205EFA0>, <Card.Card object at 0x000001E8220A2EB0>, <Card.Card object at 0x000001E822026A60>]","[<Card.Card object at 0x000001E822087A00>, <Card.Card object at 0x000001E8220A8970>]",21,False,True,1,
121,AH,1,18,False,False,"[<Card.Card object at 0x000001E82201BE50>, <Card.Card object at 0x000001E8220903D0>]","[<Card.Card object at 0x000001E8220AD8E0>, <Card.Card object at 0x000001E8220ADA90>]",20,False,False,1,
122,3H,3,17,False,False,"[<Card.Card object at 0x000001E8220B18E0>, <Card.Card object at 0x000001E8220A2910>, <Card.Card object at 0x000001E8220829D0>, <Card.Card object at 0x000001E8220249A0>]","[<Card.Card object at 0x000001E822064F40>, <Card.Card object at 0x000001E822092100>]",18,False,False,1,
123,9H,9,20,False,False,"[<Card.Card object at 0x000001E8220AD0A0>, <Card.Card object at 0x000001E8220B10D0>]","[<Card.Card object at 0x000001E82208C1C0>, <Card.Card object at 0x000001E822022790>]",17,False,False,0,
124,TD,10,17,False,False,"[<Card.Card object at 0x000001E8220ADC10>, <Card.Card object at 0x000001E8220905B0>]","[<Card.Card object at 0x000001E8220770A0>, <Card.Card object at 0x000001E82208CB80>]",15,False,False,0,
125,QH,10,21,False,True,"[<Card.Card object at 0x000001E8220B12B0>, <Card.Card object at 0x000001E8220779A0>]","[<Card.Card object at 0x000001E82208CEE0>, <Card.Card object at 0x000001E8220B1430>]",20,False,False,0,
126,KC,10,19,False,False,"[<Card.Card object at 0x000001E822092C10>, <Card.Card object at 0x000001E822082850>, <Card.Card object at 0x000001E8220B1520>]","[<Card.Card object at 0x000001E822082B80>, <Card.Card object at 0x000001E8220A2A90>, <Card.Card object at 0x000001E822090D60>]",19,False,False,0,
127,AC,1,19,False,False,"[<Card.Card object at 0x000001E82208C850>, <Card.Card object at 0x000001E8220B1F10>]","[<Card.Card object at 0x000001E8220B1C10>, <Card.Card object at 0x000001E822098C10>, <Card.Card object at 0x000001E8220A2F70>]",16,False,False,0,
128,2C,2,18,False,False,"[<Card.Card object at 0x000001E8220B1220>, <Card.Card object at 0x000001E82207D9D0>, <Card.Card object at 0x000001E822098730>]","[<Card.Card object at 0x000001E822087F10>, <Card.Card object at 0x000001E82208CF70>]",21,False,True,1,
129,8D,8,17,False,False,"[<Card.Card object at 0x000001E822090C40>, <Card.Card object at 0x000001E822026AF0>]","[<Card.Card object at 0x000001E822082AC0>, <Card.Card object at 0x000001E822077A30>]",15,False,False,0,
130,KD,10,20,False,False,"[<Card.Card object at 0x000001E8220B33A0>, <Card.Card object at 0x000001E822082520>]","[<Card.Card object at 0x000001E822074070>, <Card.Card object at 0x000001E82207D820>]",15,False,False,0,
131,AS,1,18,False,False,"[<Card.Card object at 0x000001E8220AD0D0>, <Card.Card object at 0x000001E8220B1880>]","[<Card.Card object at 0x000001E8220AD580>, <Card.Card object at 0x000001E822092F40>]",12,False,False,0,
132,AH,1,17,False,False,"[<Card.Card object at 0x000001E8220640A0>, <Card.Card object at 0x000001E8220A87C0>, <Card.Card object at 0x000001E8220A2D30>]","[<Card.Card object at 0x000001E8220B3F70>, <Card.Card object at 0x000001E822087760>]",21,False,True,1,
133,TH,10,18,False,False,"[<Card.Card object at 0x000001E8220B1D00>, <Card.Card object at 0x000001E8220ADBB0>, <Card.Card object at 0x000001E8220A8070>]","[<Card.Card object at 0x000001E8220AD8B0>, <Card.Card object at 0x000001E8220B1DF0>]",12,False,False,0,
134,KC,10,20,False,False,"[<Card.Card object at 0x000001E8220B16A0>, <Card.Card object at 0x000001E8220B35E0>]","[<Card.Card object at 0x000001E8220B3D60>, <Card.Card object at 0x000001E8220B3550>]",12,False,False,0,
135,6C,6,21,False,False,"[<Card.Card object at 0x000001E8220BA400>, <Card.Card object at 0x000001E8220981F0>, <Card.Card object at 0x000001E8220A2280>]","[<Card.Card object at 0x000001E8220A2DF0>, <Card.Card object at 0x000001E822098130>]",18,False,False,0,
136,KC,10,22,True,False,"[<Card.Card object at 0x000001E8220B1700>, <Card.Card object at 0x000001E8220A2430>, <Card.Card object at 0x000001E8220B1CA0>]","[<Card.Card object at 0x000001E8220BA940>, <Card.Card object at 0x000001E8220A8F40>]",21,False,True,1,
137,JC,10,17,False,False,"[<Card.Card object at 0x000001E822090040>, <Card.Card object at 0x000001E822092EB0>]","[<Card.Card object at 0x000001E8220B1EE0>, <Card.Card object at 0x000001E8220BA280>, <Card.Card object at 0x000001E822092D00>]",19,False,False,1,
138,2H,2,17,False,False,"[<Card.Card object at 0x000001E8220AD7C0>, <Card.Card object at 0x000001E8220A81C0>, <Card.Card object at 0x000001E8220AD670>]","[<Card.Card object at 0x000001E8220A81F0>, <Card.Card object at 0x000001E8220BA670>, <Card.Card object at 0x000001E8220B1DC0>]",12,False,False,0,
139,3C,3,21,False,False,"[<Card.Card object at 0x000001E8220A2970>, <Card.Card object at 0x000001E822092220>, <Card.Card object at 0x000001E8220BA3D0>, <Card.Card object at 0x000001E82201DE20>]","[<Card.Card object at 0x000001E8220B1E80>, <Card.Card object at 0x000001E8220A8EE0>]",19,False,False,0,
140,5S,5,26,True,False,"[<Card.Card object at 0x000001E82201BE20>, <Card.Card object at 0x000001E8220ADDC0>, <Card.Card object at 0x000001E8220B1FD0>, <Card.Card object at 0x000001E822013850>]","[<Card.Card object at 0x000001E8220BA370>, <Card.Card object at 0x000001E822098070>]",15,False,False,0,
141,AC,1,24,True,False,"[<Card.Card object at 0x000001E8220B3A90>, <Card.Card object at 0x000001E8220B19D0>, <Card.Card object at 0x000001E8220B5370>, <Card.Card object at 0x000001E822092700>, <Card.Card object at 0x000001E822077A90>]","[<Card.Card object at 0x000001E8220B34F0>, <Card.Card object at 0x000001E8220982B0>]",21,False,True,1,
142,JS,10,21,False,False,"[<Card.Card object at 0x000001E8220AD790>, <Card.Card object at 0x000001E822098CA0>, <Card.Card object at 0x000001E8220B11F0>]","[<Card.Card object at 0x000001E8220B18B0>, <Card.Card object at 0x000001E8220ADC70>]",17,False,False,0,
143,QH,10,21,False,False,"[<Card.Card object at 0x000001E8220A8B50>, <Card.Card object at 0x000001E82205E4C0>, <Card.Card object at 0x000001E8220BA550>]","[<Card.Card object at 0x000001E822074820>, <Card.Card object at 0x000001E8220ADA00>]",12,False,False,0,
144,8D,8,19,False,False,"[<Card.Card object at 0x000001E8220B5670>, <Card.Card object at 0x000001E8220BA460>, <Card.Card object at 0x000001E822064310>]","[<Card.Card object at 0x000001E82200CDC0>, <Card.Card object at 0x000001E8220B3850>]",18,False,False,0,
145,4S,4,20,False,False,"[<Card.Card object at 0x000001E82201D760>, <Card.Card object at 0x000001E8220BACD0>, <Card.Card object at 0x000001E8220B19A0>]","[<Card.Card object at 0x000001E8220BABB0>, <Card.Card object at 0x000001E8220A8BE0>, <Card.Card object at 0x000001E8220B5BE0>]",20,False,False,0,
146,KS,10,17,False,False,"[<Card.Card object at 0x000001E8220BAE50>, <Card.Card object at 0x000001E822090280>]","[<Card.Card object at 0x000001E8220778E0>, <Card.Card object at 0x000001E82208C190>]",21,False,True,1,
147,9C,9,22,True,False,"[<Card.Card object at 0x000001E822077550>, <Card.Card object at 0x000001E8220B3C10>, <Card.Card object at 0x000001E82201BAF0>]","[<Card.Card object at 0x000001E822082190>, <Card.Card object at 0x000001E822098910>]",16,False,False,0,
148,3H,3,18,False,False,"[<Card.Card object at 0x000001E8220ADE80>, <Card.Card object at 0x000001E82207DC40>, <Card.Card object at 0x000001E8220B3520>]","[<Card.Card object at 0x000001E8220A2CA0>, <Card.Card object at 0x000001E8220B3370>]",21,False,True,1,
149,8S,8,18,False,False,"[<Card.Card object at 0x000001E8220AD700>, <Card.Card object at 0x000001E8220B5700>]","[<Card.Card object at 0x000001E8220B5400>, <Card.Card object at 0x000001E82200CD60>]",19,False,False,1,
150,7C,7,24,True,False,"[<Card.Card object at 0x000001E8220B3340>, <Card.Card object at 0x000001E8220AD3A0>, <Card.Card object at 0x000001E8220B3820>]","[<Card.Card object at 0x000001E8220A2B20>, <Card.Card object at 0x000001E8220B51C0>]",17,False,False,0,
151,5S,5,22,True,False,"[<Card.Card object at 0x000001E822024550>, <Card.Card object at 0x000001E8220B3070>, <Card.Card object at 0x000001E82201D580>]","[<Card.Card object at 0x000001E8220BA850>, <Card.Card object at 0x000001E82200C820>]",16,False,False,0,
152,6C,6,19,False,False,"[<Card.Card object at 0x000001E8220A28E0>, <Card.Card object at 0x000001E8220BA2E0>, <Card.Card object at 0x000001E82201F340>]","[<Card.Card object at 0x000001E8220B3E80>, <Card.Card object at 0x000001E8220BAC40>]",16,False,False,0,
153,QS,10,23,True,False,"[<Card.Card object at 0x000001E8220BAEE0>, <Card.Card object at 0x000001E8220746D0>, <Card.Card object at 0x000001E8220B3730>]","[<Card.Card object at 0x000001E8220BADC0>, <Card.Card object at 0x000001E8220BAC70>]",17,False,False,0,
154,2D,2,23,True,False,"[<Card.Card object at 0x000001E822082A00>, <Card.Card object at 0x000001E82208C970>, <Card.Card object at 0x000001E8220A8D30>, <Card.Card object at 0x000001E822092AC0>]","[<Card.Card object at 0x000001E8220B5A30>, <Card.Card object at 0x000001E8220BAA90>, <Card.Card object at 0x000001E82207D160>]",15,False,False,0,
155,TD,10,19,False,False,"[<Card.Card object at 0x000001E8220A8D90>, <Card.Card object at 0x000001E82208CAC0>, <Card.Card object at 0x000001E8220B1BB0>]","[<Card.Card object at 0x000001E8220BD130>, <Card.Card object at 0x000001E8220A8310>, <Card.Card object at 0x000001E8220BAAF0>]",19,False,False,0,
156,8H,8,19,False,False,"[<Card.Card object at 0x000001E82207D700>, <Card.Card object at 0x000001E82208C0D0>]","[<Card.Card object at 0x000001E8220BD1C0>, <Card.Card object at 0x000001E8220AD730>]",15,False,False,0,
157,TC,10,21,False,False,"[<Card.Card object at 0x000001E8220BD580>, <Card.Card object at 0x000001E8220BD670>, <Card.Card object at 0x000001E8220A8520>]","[<Card.Card object at 0x000001E822082430>, <Card.Card object at 0x000001E8220B33D0>]",15,False,False,0,
158,KD,10,21,False,True,"[<Card.Card object at 0x000001E8220BDE20>, <Card.Card object at 0x000001E8220A2610>]","[<Card.Card object at 0x000001E8220BA340>, <Card.Card object at 0x000001E8220AD5B0>]",12,False,False,0,
159,AD,1,21,False,True,"[<Card.Card object at 0x000001E822098760>, <Card.Card object at 0x000001E8220BDA30>]","[<Card.Card object at 0x000001E8220872B0>, <Card.Card object at 0x000001E8220BAEB0>]",18,False,False,0,
160,6C,6,20,False,False,"[<Card.Card object at 0x000001E8220B12E0>, <Card.Card object at 0x000001E8220923D0>, <Card.Card object at 0x000001E8220BD8E0>, <Card.Card object at 0x000001E8220227F0>]","[<Card.Card object at 0x000001E8220B56A0>, <Card.Card object at 0x000001E8220B5280>]",20,False,False,0,
161,2C,2,24,True,False,"[<Card.Card object at 0x000001E8220C05B0>, <Card.Card object at 0x000001E822074520>, <Card.Card object at 0x000001E8220B5C10>, <Card.Card object at 0x000001E822074BB0>, <Card.Card object at 0x000001E82208C070>]","[<Card.Card object at 0x000001E8220C01C0>, <Card.Card object at 0x000001E82208C130>, <Card.Card object at 0x000001E822013BB0>]",17,False,False,0,
162,JC,10,19,False,False,"[<Card.Card object at 0x000001E8220BD280>, <Card.Card object at 0x000001E8220B5C40>]","[<Card.Card object at 0x000001E8220A8610>, <Card.Card object at 0x000001E8220B3220>]",17,False,False,0,
163,2D,2,19,False,False,"[<Card.Card object at 0x000001E8220BA7F0>, <Card.Card object at 0x000001E8220AD610>, <Card.Card object at 0x000001E8220B3280>]","[<Card.Card object at 0x000001E82207D6D0>, <Card.Card object at 0x000001E8220BAD90>]",14,False,False,0,
164,4H,4,20,False,False,"[<Card.Card object at 0x000001E822087880>, <Card.Card object at 0x000001E8220C0B80>, <Card.Card object at 0x000001E8220B5E80>]","[<Card.Card object at 0x000001E822082490>, <Card.Card object at 0x000001E8220B3A00>, <Card.Card object at 0x000001E8220B5D60>]",12,False,False,0,
165,9H,9,22,True,False,"[<Card.Card object at 0x000001E8220B3F10>, <Card.Card object at 0x000001E82207D370>, <Card.Card object at 0x000001E8220B5BB0>]","[<Card.Card object at 0x000001E822090DC0>, <Card.Card object at 0x000001E8220ADE20>]",13,False,False,0,
166,6S,6,25,True,False,"[<Card.Card object at 0x000001E8220871F0>, <Card.Card object at 0x000001E8220B5130>, <Card.Card object at 0x000001E8220C03D0>]","[<Card.Card object at 0x000001E822082FD0>, <Card.Card object at 0x000001E822092CD0>]",13,False,False,0,
167,9S,9,20,False,False,"[<Card.Card object at 0x000001E82201BD90>, <Card.Card object at 0x000001E8220A8E80>]","[<Card.Card object at 0x000001E8220B1CD0>, <Card.Card object at 0x000001E8220BD190>]",20,False,False,0,
168,5D,5,25,True,False,"[<Card.Card object at 0x000001E82201D7F0>, <Card.Card object at 0x000001E822090430>, <Card.Card object at 0x000001E8220BD1F0>]","[<Card.Card object at 0x000001E8220268B0>, <Card.Card object at 0x000001E8220AD520>, <Card.Card object at 0x000001E82200CCD0>]",18,False,False,0,
169,9D,9,19,False,False,"[<Card.Card object at 0x000001E822090850>, <Card.Card object at 0x000001E8220C22B0>]","[<Card.Card object at 0x000001E8220BDA90>, <Card.Card object at 0x000001E8220B3A30>, <Card.Card object at 0x000001E8220A2BB0>]",19,False,False,0,
170,5C,5,17,False,False,"[<Card.Card object at 0x000001E8220B3AF0>, <Card.Card object at 0x000001E822092910>, <Card.Card object at 0x000001E8220BA4C0>]","[<Card.Card object at 0x000001E8220BA760>, <Card.Card object at 0x000001E8220B3E50>]",16,False,False,0,
