,dealer_up_card,dealer_up_card_value,dealer_final_hand_value,dealer_busted,dealer_blackjack,dealer_final_hand,player_hand,player_hand_value,player_busted,player_blackjack,player_won,player_stack
522,KC,10,25,True,False,"[<Card.Card object at 0x000001E8221194F0>, <Card.Card object at 0x000001E822121040>, <Card.Card object at 0x000001E822133520>]","[<Card.Card object at 0x000001E822121160>, <Card.Card object at 0x000001E82212F280>]",20,False,False,0,
523,8H,8,19,False,False,"[<Card.Card object at 0x000001E822131E80>, <Card.Card object at 0x000001E82213B7C0>]","[<Card.Card object at 0x000001E8221318B0>, <Card.Card object at 0x000001E82208CCA0>]",14,False,False,0,
524,7C,7,19,False,False,"[<Card.Card object at 0x000001E82212AE80>, <Card.Card object at 0x000001E822121730>, <Card.Card object at 0x000001E822135D60>, <Card.Card object at 0x000001E82212F5E0>]","[<Card.Card object at 0x000001E822135BB0>, <Card.Card object at 0x000001E82213EDF0>]",13,False,False,0,
525,QD,10,25,True,False,"[<Card.Card object at 0x000001E82212AEB0>, <Card.Card object at 0x000001E82212A6D0>, <Card.Card object at 0x000001E82212F820>, <Card.Card object at 0x000001E82212FF10>]","[<Card.Card object at 0x000001E82213E700>, <Card.Card object at 0x000001E82212FAF0>, <Card.Card object at 0x000001E822133A90>]",17,False,False,0,
526,8C,8,22,True,False,"[<Card.Card object at 0x000001E82213EDC0>, <Card.Card object at 0x000001E82211C7C0>, <Card.Card object at 0x000001E8221354C0>]","[<Card.Card object at 0x000001E82213E730>, <Card.Card object at 0x000001E822133B80>, <Card.Card object at 0x000001E82213EEB0>]",16,False,False,0,
527,KS,10,17,False,False,"[<Card.Card object at 0x000001E82213E790>, <Card.Card object at 0x000001E82211D6D0>]","[<Card.Card object at 0x000001E8221319D0>, <Card.Card object at 0x000001E8221334C0>]",12,False,False,0,
528,2C,2,18,False,False,"[<Card.Card object at 0x000001E822133D30>, <Card.Card object at 0x000001E82213E580>, <Card.Card object at 0x000001E822103B20>]","[<Card.Card object at 0x000001E822122B20>, <Card.Card object at 0x000001E82212A6A0>]",14,False,False,0,
529,8C,8,18,False,False,"[<Card.Card object at 0x000001E822109130>, <Card.Card object at 0x000001E822135C10>, <Card.Card object at 0x000001E82212FE20>]","[<Card.Card object at 0x000001E82210F7C0>, <Card.Card object at 0x000001E82213E340>]",20,False,False,1,
530,7S,7,17,False,False,"[<Card.Card object at 0x000001E82213B5B0>, <Card.Card object at 0x000001E822109340>]","[<Card.Card object at 0x000001E82213ECA0>, <Card.Card object at 0x000001E822116160>]",19,False,False,1,
531,4D,4,25,True,False,"[<Card.Card object at 0x000001E82212A250>, <Card.Card object at 0x000001E822133A00>, <Card.Card object at 0x000001E82213BCA0>, <Card.Card object at 0x000001E822135550>]","[<Card.Card object at 0x000001E822141610>, <Card.Card object at 0x000001E822141A30>, <Card.Card object at 0x000001E822133460>]",17,False,False,0,
532,2S,2,26,True,False,"[<Card.Card object at 0x000001E82213B1C0>, <Card.Card object at 0x000001E822109C70>, <Card.Card object at 0x000001E822119FA0>, <Card.Card object at 0x000001E822133EB0>, <Card.Card object at 0x000001E82212CF10>]","[<Card.Card object at 0x000001E82212C910>, <Card.Card object at 0x000001E82213B9D0>, <Card.Card object at 0x000001E82213B4F0>]",19,False,False,0,
533,QC,10,23,True,False,"[<Card.Card object at 0x000001E822133130>, <Card.Card object at 0x000001E82213B670>, <Card.Card object at 0x000001E822124C70>, <Card.Card object at 0x000001E82213BE20>]","[<Card.Card object at 0x000001E8220FE340>, <Card.Card object at 0x000001E8220EC8B0>]",14,False,False,0,
534,KD,10,26,True,False,"[<Card.Card object at 0x000001E822135CD0>, <Card.Card object at 0x000001E822141460>, <Card.Card object at 0x000001E82212C670>]","[<Card.Card object at 0x000001E82213B520>, <Card.Card object at 0x000001E82212C5B0>]",17,False,False,0,
535,JH,10,20,False,False,"[<Card.Card object at 0x000001E8221213D0>, <Card.Card object at 0x000001E82211C190>, <Card.Card object at 0x000001E82211DB20>]","[<Card.Card object at 0x000001E82211C040>, <Card.Card object at 0x000001E822133100>]",16,False,False,0,
536,QC,10,18,False,False,"[<Card.Card object at 0x000001E822143760>, <Card.Card object at 0x000001E822135430>]","[<Card.Card object at 0x000001E8221337F0>, <Card.Card object at 0x000001E8221330D0>]",12,False,False,0,
537,8D,8,18,False,False,"[<Card.Card object at 0x000001E822116430>, <Card.Card object at 0x000001E822133760>]","[<Card.Card object at 0x000001E822143160>, <Card.Card object at 0x000001E822121FA0>]",20,False,False,1,
538,3C,3,22,True,False,"[<Card.Card object at 0x000001E822143970>, <Card.Card object at 0x000001E822103DF0>, <Card.Card object at 0x000001E822133700>, <Card.Card object at 0x000001E822109910>]","[<Card.Card object at 0x000001E82212A400>, <Card.Card object at 0x000001E822143BB0>]",12,False,False,0,
539,2S,2,19,False,False,"[<Card.Card object at 0x000001E8220D4130>, <Card.Card object at 0x000001E822133BE0>, <Card.Card object at 0x000001E82212CE50>]","[<Card.Card object at 0x000001E82213E190>, <Card.Card object at 0x000001E822131730>, <Card.Card object at 0x000001E822143C40>]",21,False,False,1,
540,TH,10,19,False,False,"[<Card.Card object at 0x000001E82213B430>, <Card.Card object at 0x000001E8220E9820>, <Card.Card object at 0x000001E8221246A0>]","[<Card.Card object at 0x000001E822121820>, <Card.Card object at 0x000001E82213E640>]",18,False,False,0,
541,AS,1,18,False,False,"[<Card.Card object at 0x000001E822131BB0>, <Card.Card object at 0x000001E822121BB0>]","[<Card.Card object at 0x000001E8220F3040>, <Card.Card object at 0x000001E82211C3D0>, <Card.Card object at 0x000001E822135190>]",16,False,False,0,
542,4H,4,24,True,False,"[<Card.Card object at 0x000001E82211CF10>, <Card.Card object at 0x000001E82212CFD0>, <Card.Card object at 0x000001E82213B8E0>]","[<Card.Card object at 0x000001E82212A040>, <Card.Card object at 0x000001E822141550>]",13,False,False,0,
543,4H,4,24,True,False,"[<Card.Card object at 0x000001E822143640>, <Card.Card object at 0x000001E822114CD0>, <Card.Card object at 0x000001E82213BD90>]","[<Card.Card object at 0x000001E82212C130>, <Card.Card object at 0x000001E822143E80>]",15,False,False,0,
544,AD,1,19,False,False,"[<Card.Card object at 0x000001E822124E20>, <Card.Card object at 0x000001E8221220D0>, <Card.Card object at 0x000001E822109DF0>]","[<Card.Card object at 0x000001E82213BA60>, <Card.Card object at 0x000001E822114400>]",12,False,False,0,
545,6D,6,22,True,False,"[<Card.Card object at 0x000001E8221219D0>, <Card.Card object at 0x000001E82212ABB0>, <Card.Card object at 0x000001E822124AF0>]","[<Card.Card object at 0x000001E82212F580>, <Card.Card object at 0x000001E822146910>]",13,False,False,0,
546,AS,1,21,False,True,"[<Card.Card object at 0x000001E822131910>, <Card.Card object at 0x000001E82213EE20>]","[<Card.Card object at 0x000001E822141AF0>, <Card.Card object at 0x000001E82211DEB0>]",15,False,False,0,
547,6D,6,18,False,False,"[<Card.Card object at 0x000001E82213E820>, <Card.Card object at 0x000001E822146520>, <Card.Card object at 0x000001E822135B50>]","[<Card.Card object at 0x000001E82211D190>, <Card.Card object at 0x000001E822131C40>]",17,False,False,0,
548,7C,7,22,True,False,"[<Card.Card object at 0x000001E822146160>, <Card.Card object at 0x000001E822141520>, <Card.Card object at 0x000001E822146310>]","[<Card.Card object at 0x000001E822116B80>, <Card.Card object at 0x000001E82212C940>, <Card.Card object at 0x000001E82212A520>]",20,False,False,0,
549,2S,2,22,True,False,"[<Card.Card object at 0x000001E822124D60>, <Card.Card object at 0x000001E82213E040>, <Card.Card object at 0x000001E822141130>, <Card.Card object at 0x000001E822143820>]","[<Card.Card object at 0x000001E82213EE80>, <Card.Card object at 0x000001E822122910>]",12,False,False,0,
550,3H,3,17,False,False,"[<Card.Card object at 0x000001E82213B460>, <Card.Card object at 0x000001E82213EB20>, <Card.Card object at 0x000001E822146D00>, <Card.Card object at 0x000001E82213B2B0>]","[<Card.Card object at 0x000001E82213ED30>, <Card.Card object at 0x000001E822146D30>]",12,False,False,0,
551,QH,10,20,False,False,"[<Card.Card object at 0x000001E822114A60>, <Card.Card object at 0x000001E822131880>]","[<Card.Card object at 0x000001E8221356D0>, <Card.Card object at 0x000001E822141100>]",13,False,False,0,
552,7D,7,17,False,False,"[<Card.Card object at 0x000001E822143F40>, <Card.Card object at 0x000001E822122C10>]","[<Card.Card object at 0x000001E822141400>, <Card.Card object at 0x000001E822146040>]",20,False,False,1,
553,4C,4,20,False,False,"[<Card.Card object at 0x000001E82213E430>, <Card.Card object at 0x000001E82213B490>, <Card.Card object at 0x000001E822141190>]","[<Card.Card object at 0x000001E822135F40>, <Card.Card object at 0x000001E822148520>]",14,False,False,0,
554,JS,10,17,False,False,"[<Card.Card object at 0x000001E82213E610>, <Card.Card object at 0x000001E82212A4C0>]","[<Card.Card object at 0x000001E82206F5E0>, <Card.Card object at 0x000001E8221353D0>]",15,False,False,0,
555,4H,4,24,True,False,"[<Card.Card object at 0x000001E8221433D0>, <Card.Card object at 0x000001E822135100>, <Card.Card object at 0x000001E822146490>]","[<Card.Card object at 0x000001E822133CA0>, <Card.Card object at 0x000001E8221228E0>]",13,False,False,0,
556,6D,6,26,True,False,"[<Card.Card object at 0x000001E8220E9790>, <Card.Card object at 0x000001E822135E80>, <Card.Card object at 0x000001E82213EC40>]","[<Card.Card object at 0x000001E822148430>, <Card.Card object at 0x000001E8221418B0>]",14,False,False,0,
557,4C,4,20,False,False,"[<Card.Card object at 0x000001E822133D60>, <Card.Card object at 0x000001E822133820>, <Card.Card object at 0x000001E82212F640>, <Card.Card object at 0x000001E822135FA0>]","[<Card.Card object at 0x000001E8220C6EB0>, <Card.Card object at 0x000001E822133430>]",21,False,True,1,
558,5C,5,23,True,False,"[<Card.Card object at 0x000001E822131CD0>, <Card.Card object at 0x000001E8221312B0>, <Card.Card object at 0x000001E82213B970>, <Card.Card object at 0x000001E82213BC70>]","[<Card.Card object at 0x000001E82213EA60>, <Card.Card object at 0x000001E82212CB80>]",17,False,False,0,
559,6S,6,20,False,False,"[<Card.Card object at 0x000001E822135370>, <Card.Card object at 0x000001E8221351C0>, <Card.Card object at 0x000001E8221483A0>]","[<Card.Card object at 0x000001E82212FB50>, <Card.Card object at 0x000001E82212A1F0>]",16,False,False,0,
560,TH,10,21,False,True,"[<Card.Card object at 0x000001E82213B8B0>, <Card.Card object at 0x000001E822109700>]","[<Card.Card object at 0x000001E8221312E0>, <Card.Card object at 0x000001E822146790>, <Card.Card object at 0x000001E822133070>]",19,False,False,0,
561,QH,10,24,True,False,"[<Card.Card object at 0x000001E822146E20>, <Card.Card object at 0x000001E822148400>, <Card.Card object at 0x000001E82213EB80>]","[<Card.Card object at 0x000001E822131760>, <Card.Card object at 0x000001E822148610>]",21,False,True,1,
562,9S,9,19,False,False,"[<Card.Card object at 0x000001E822146D60>, <Card.Card object at 0x000001E822133040>]","[<Card.Card object at 0x000001E8221246D0>, <Card.Card object at 0x000001E82213E880>, <Card.Card object at 0x000001E822143FA0>]",17,False,False,0,
563,6S,6,25,True,False,"[<Card.Card object at 0x000001E822133F10>, <Card.Card object at 0x000001E82212F400>, <Card.Card object at 0x000001E822148100>]","[<Card.Card object at 0x000001E822121850>, <Card.Card object at 0x000001E82212AFA0>]",21,False,True,1,
564,7S,7,17,False,False,"[<Card.Card object at 0x000001E82212CA30>, <Card.Card object at 0x000001E8221415B0>]","[<Card.Card object at 0x000001E82213E370>, <Card.Card object at 0x000001E822148130>]",14,False,False,0,
565,QH,10,20,False,False,"[<Card.Card object at 0x000001E822149C40>, <Card.Card object at 0x000001E822143370>]","[<Card.Card object at 0x000001E822141310>, <Card.Card object at 0x000001E82212FFD0>]",16,False,False,0,
566,KH,10,20,False,False,"[<Card.Card object at 0x000001E822146130>, <Card.Card object at 0x000001E82213E0A0>]","[<Card.Card object at 0x000001E822148340>, <Card.Card object at 0x000001E822131640>]",13,False,False,0,
567,8S,8,20,False,False,"[<Card.Card object at 0x000001E8220BD6A0>, <Card.Card object at 0x000001E822135700>, <Card.Card object at 0x000001E822141D90>, <Card.Card object at 0x000001E822149160>, <Card.Card object at 0x000001E822143910>]","[<Card.Card object at 0x000001E822143B50>, <Card.Card object at 0x000001E822146C70>]",21,False,True,1,
568,8S,8,18,False,False,"[<Card.Card object at 0x000001E822143880>, <Card.Card object at 0x000001E822149F40>]","[<Card.Card object at 0x000001E8221355B0>, <Card.Card object at 0x000001E82211D4C0>, <Card.Card object at 0x000001E822141C70>, <Card.Card object at 0x000001E822143DF0>]",19,False,False,1,
569,3S,3,19,False,False,"[<Card.Card object at 0x000001E822148790>, <Card.Card object at 0x000001E82213BAF0>, <Card.Card object at 0x000001E82213BCD0>, <Card.Card object at 0x000001E8220F8400>, <Card.Card object at 0x000001E82213E7F0>]","[<Card.Card object at 0x000001E82212C6A0>, <Card.Card object at 0x000001E822149A30>]",20,False,False,1,
570,4C,4,18,False,False,"[<Card.Card object at 0x000001E822148040>, <Card.Card object at 0x000001E82210CE50>, <Card.Card object at 0x000001E822114490>, <Card.Card object at 0x000001E822131160>]","[<Card.Card object at 0x000001E822141070>, <Card.Card object at 0x000001E822148DC0>, <Card.Card object at 0x000001E822149B80>]",16,False,False,0,
571,7S,7,19,False,False,"[<Card.Card object at 0x000001E822146730>, <Card.Card object at 0x000001E82213E310>, <Card.Card object at 0x000001E8220E7A60>]","[<Card.Card object at 0x000001E82213E400>, <Card.Card object at 0x000001E822149130>]",20,False,False,1,
572,QS,10,20,False,False,"[<Card.Card object at 0x000001E82211CC70>, <Card.Card object at 0x000001E82214ECD0>, <Card.Card object at 0x000001E822149940>]","[<Card.Card object at 0x000001E822149490>, <Card.Card object at 0x000001E82214E3D0>]",19,False,False,0,
573,AH,1,17,False,False,"[<Card.Card object at 0x000001E82214E460>, <Card.Card object at 0x000001E822133C70>]","[<Card.Card object at 0x000001E82211DD60>, <Card.Card object at 0x000001E822146820>]",17,False,False,0,
574,5H,5,21,False,False,"[<Card.Card object at 0x000001E8221216A0>, <Card.Card object at 0x000001E82214E7F0>, <Card.Card object at 0x000001E822131D30>]","[<Card.Card object at 0x000001E8221310A0>, <Card.Card object at 0x000001E822143220>]",14,False,False,0,
575,TD,10,20,False,False,"[<Card.Card object at 0x000001E8221466D0>, <Card.Card object at 0x000001E82214EE50>]","[<Card.Card object at 0x000001E822141CD0>, <Card.Card object at 0x000001E82214E190>, <Card.Card object at 0x000001E822122DF0>]",18,False,False,0,
576,6H,6,24,True,False,"[<Card.Card object at 0x000001E822149E50>, <Card.Card object at 0x000001E8221467C0>, <Card.Card object at 0x000001E822149460>]","[<Card.Card object at 0x000001E82213B0D0>, <Card.Card object at 0x000001E8221486D0>, <Card.Card object at 0x000001E82214D580>]",13,False,False,0,
577,6D,6,19,False,False,"[<Card.Card object at 0x000001E8221493D0>, <Card.Card object at 0x000001E82214E850>, <Card.Card object at 0x000001E8221481C0>, <Card.Card object at 0x000001E822146F40>, <Card.Card object at 0x000001E822141AC0>, <Card.Card object at 0x000001E822141EB0>]","[<Card.Card object at 0x000001E8221351F0>, <Card.Card object at 0x000001E822143A30>, <Card.Card object at 0x000001E8220E9F70>]",12,False,False,0,
578,TS,10,20,False,False,"[<Card.Card object at 0x000001E822146DF0>, <Card.Card object at 0x000001E8221435E0>]","[<Card.Card object at 0x000001E822146640>, <Card.Card object at 0x000001E822141220>]",19,False,False,0,
579,6S,6,24,True,False,"[<Card.Card object at 0x000001E822146BE0>, <Card.Card object at 0x000001E82212CBB0>, <Card.Card object at 0x000001E8221229D0>]","[<Card.Card object at 0x000001E822122580>, <Card.Card object at 0x000001E82213BDF0>]",17,False,False,0,
580,KS,10,17,False,False,"[<Card.Card object at 0x000001E82210CD00>, <Card.Card object at 0x000001E8221488E0>]","[<Card.Card object at 0x000001E822109820>, <Card.Card object at 0x000001E8221339A0>]",15,False,False,0,
581,8S,8,18,False,False,"[<Card.Card object at 0x000001E822135EB0>, <Card.Card object at 0x000001E82212AA00>, <Card.Card object at 0x000001E82214E490>]","[<Card.Card object at 0x000001E82210C250>, <Card.Card object at 0x000001E82214E370>]",20,False,False,1,
582,AD,1,21,False,True,"[<Card.Card object at 0x000001E822133A60>, <Card.Card object at 0x000001E82214D940>]","[<Card.Card object at 0x000001E82212F220>, <Card.Card object at 0x000001E82214ED30>]",17,False,False,0,
583,QC,10,17,False,False,"[<Card.Card object at 0x000001E82214EFA0>, <Card.Card object at 0x000001E8221495E0>]","[<Card.Card object at 0x000001E822135580>, <Card.Card object at 0x000001E822149790>]",15,False,False,0,
584,4C,4,19,False,False,"[<Card.Card object at 0x000001E822146A60>, <Card.Card object at 0x000001E8221432E0>, <Card.Card object at 0x000001E82212AAF0>]","[<Card.Card object at 0x000001E822141DF0>, <Card.Card object at 0x000001E82214DC10>]",12,False,False,0,
585,4D,4,17,False,False,"[<Card.Card object at 0x000001E82210F940>, <Card.Card object at 0x000001E822135BE0>, <Card.Card object at 0x000001E8221039A0>]","[<Card.Card object at 0x000001E8221433A0>, <Card.Card object at 0x000001E822148E80>]",15,False,False,0,
586,2D,2,20,False,False,"[<Card.Card object at 0x000001E8221486A0>, <Card.Card object at 0x000001E8221416D0>, <Card.Card object at 0x000001E82212CDF0>]","[<Card.Card object at 0x000001E82213BF70>, <Card.Card object at 0x000001E82214E3A0>]",20,False,False,0,
587,TH,10,17,False,False,"[<Card.Card object at 0x000001E822146370>, <Card.Card object at 0x000001E822141A00>]","[<Card.Card object at 0x000001E822141D60>, <Card.Card object at 0x000001E82213BBE0>]",15,False,False,0,
588,3C,3,21,False,False,"[<Card.Card object at 0x000001E822154850>, <Card.Card object at 0x000001E822146CA0>, <Card.Card object at 0x000001E8221487F0>, <Card.Card object at 0x000001E822154160>]","[<Card.Card object at 0x000001E82214E790>, <Card.Card object at 0x000001E8221354F0>]",18,False,False,0,
589,QH,10,23,True,False,"[<Card.Card object at 0x000001E82213BC40>, <Card.Card object at 0x000001E8221544C0>, <Card.Card object at 0x000001E822143850>]","[<Card.Card object at 0x000001E822143430>, <Card.Card object at 0x000001E82213EEE0>]",17,False,False,0,
590,7D,7,24,True,False,"[<Card.Card object at 0x000001E82211C6D0>, <Card.Card object at 0x000001E8221549A0>, <Card.Card object at 0x000001E82212C370>]","[<Card.Card object at 0x000001E8221337C0>, <Card.Card object at 0x000001E822143EE0>]",12,False,False,0,
591,TH,10,21,False,True,"[<Card.Card object at 0x000001E82214EF10>, <Card.Card object at 0x000001E82214DFA0>]","[<Card.Card object at 0x000001E8221211F0>, <Card.Card object at 0x000001E822154370>]",20,False,False,0,
592,QD,10,18,False,False,"[<Card.Card object at 0x000001E82211CDF0>, <Card.Card object at 0x000001E822146C40>]","[<Card.Card object at 0x000001E822133FA0>, <Card.Card object at 0x000001E822149A00>]",16,False,False,0,
593,3H,3,25,True,False,"[<Card.Card object at 0x000001E822146A30>, <Card.Card object at 0x000001E82213E160>, <Card.Card object at 0x000001E82213B190>, <Card.Card object at 0x000001E82214E220>]","[<Card.Card object at 0x000001E82214D8B0>, <Card.Card object at 0x000001E822148070>]",13,False,False,0,
594,KH,10,18,False,False,"[<Card.Card object at 0x000001E82213EA30>, <Card.Card object at 0x000001E82214DA30>]","[<Card.Card object at 0x000001E822124460>, <Card.Card object at 0x000001E82214E0D0>]",15,False,False,0,
595,9S,9,20,False,False,"[<Card.Card object at 0x000001E822148AF0>, <Card.Card object at 0x000001E82213BE50>]","[<Card.Card object at 0x000001E822154130>, <Card.Card object at 0x000001E8221430D0>]",20,False,False,0,
596,TH,10,19,False,False,"[<Card.Card object at 0x000001E822148250>, <Card.Card object at 0x000001E822149CA0>]","[<Card.Card object at 0x000001E822148580>, <Card.Card object at 0x000001E822154580>, <Card.Card object at 0x000001E822143F10>]",17,False,False,0,
597,3C,3,20,False,False,"[<Card.Card object at 0x000001E822154E20>, <Card.Card object at 0x000001E822156430>, <Card.Card object at 0x000001E8221497F0>]","[<Card.Card object at 0x000001E8221242E0>, <Card.Card object at 0x000001E82214E2E0>, <Card.Card object at 0x000001E82211D9D0>]",17,False,False,0,
598,9S,9,22,True,False,"[<Card.Card object at 0x000001E822141E50>, <Card.Card object at 0x000001E822135760>, <Card.Card object at 0x000001E82214D700>]","[<Card.Card object at 0x000001E82214D970>, <Card.Card object at 0x000001E822156190>]",20,False,False,0,
599,6S,6,19,False,False,"[<Card.Card object at 0x000001E8221436A0>, <Card.Card object at 0x000001E8221315B0>, <Card.Card object at 0x000001E82214DCA0>]","[<Card.Card object at 0x000001E82213E850>, <Card.Card object at 0x000001E82211C730>]",15,False,False,0,
600,8D,8,19,False,False,"[<Card.Card object at 0x000001E822154BE0>, <Card.Card object at 0x000001E822154790>]","[<Card.Card object at 0x000001E8220EC9D0>, <Card.Card object at 0x000001E8221545B0>]",15,False,False,0,
601,QH,10,23,True,False,"[<Card.Card object at 0x000001E822131100>, <Card.Card object at 0x000001E822156A30>, <Card.Card object at 0x000001E822159280>]","[<Card.Card object at 0x000001E8221350A0>, <Card.Card object at 0x000001E82214EA60>]",21,False,True,1,
602,6S,6,22,True,False,"[<Card.Card object at 0x000001E822156250>, <Card.Card object at 0x000001E822141A90>, <Card.Card object at 0x000001E82212FBE0>]","[<Card.Card object at 0x000001E822154A30>, <Card.Card object at 0x000001E822103B50>, <Card.Card object at 0x000001E82212F670>]",18,False,False,0,
603,4S,4,24,True,False,"[<Card.Card object at 0x000001E82214D340>, <Card.Card object at 0x000001E822154F70>, <Card.Card object at 0x000001E8221468B0>, <Card.Card object at 0x000001E822141910>]","[<Card.Card object at 0x000001E822143400>, <Card.Card object at 0x000001E8221491F0>]",20,False,False,0,
604,JH,10,17,False,False,"[<Card.Card object at 0x000001E822146FD0>, <Card.Card object at 0x000001E8221437C0>]","[<Card.Card object at 0x000001E822154DC0>, <Card.Card object at 0x000001E822154D60>]",13,False,False,0,
605,QS,10,19,False,False,"[<Card.Card object at 0x000001E82214E310>, <Card.Card object at 0x000001E822154310>, <Card.Card object at 0x000001E822156DF0>, <Card.Card object at 0x000001E8221591C0>]","[<Card.Card object at 0x000001E822148F70>, <Card.Card object at 0x000001E8221548B0>]",14,False,False,0,
606,5D,5,19,False,False,"[<Card.Card object at 0x000001E822159100>, <Card.Card object at 0x000001E822149D90>, <Card.Card object at 0x000001E82214D5B0>, <Card.Card object at 0x000001E82210C7C0>, <Card.Card object at 0x000001E822154D30>]","[<Card.Card object at 0x000001E822154700>, <Card.Card object at 0x000001E822159220>]",21,False,True,1,
607,4D,4,19,False,False,"[<Card.Card object at 0x000001E82214E430>, <Card.Card object at 0x000001E8221466A0>, <Card.Card object at 0x000001E8220ECEE0>]","[<Card.Card object at 0x000001E822148C40>, <Card.Card object at 0x000001E8221590D0>, <Card.Card object at 0x000001E822141880>]",17,False,False,0,
608,7D,7,17,False,False,"[<Card.Card object at 0x000001E82213E550>, <Card.Card object at 0x000001E822159A00>, <Card.Card object at 0x000001E822159850>, <Card.Card object at 0x000001E8221489D0>]","[<Card.Card object at 0x000001E82213B9A0>, <Card.Card object at 0x000001E822159250>]",20,False,False,1,
609,7C,7,17,False,False,"[<Card.Card object at 0x000001E8221494F0>, <Card.Card object at 0x000001E82213E670>]","[<Card.Card object at 0x000001E822143B20>, <Card.Card object at 0x000001E822141760>]",19,False,False,1,
610,JS,10,20,False,False,"[<Card.Card object at 0x000001E822159B20>, <Card.Card object at 0x000001E82215B400>]","[<Card.Card object at 0x000001E82214DB20>, <Card.Card object at 0x000001E8221560D0>, <Card.Card object at 0x000001E82212F3D0>]",15,False,False,0,
611,6D,6,23,True,False,"[<Card.Card object at 0x000001E822159D30>, <Card.Card object at 0x000001E822154190>, <Card.Card object at 0x000001E82215B6D0>]","[<Card.Card object at 0x000001E822159460>, <Card.Card object at 0x000001E822156340>, <Card.Card object at 0x000001E822156DC0>]",18,False,False,0,
612,9C,9,19,False,False,"[<Card.Card object at 0x000001E82214D8E0>, <Card.Card object at 0x000001E82214E400>]","[<Card.Card object at 0x000001E822105C70>, <Card.Card object at 0x000001E822159160>, <Card.Card object at 0x000001E82212F130>]",15,False,False,0,
613,QD,10,20,False,False,"[<Card.Card object at 0x000001E82214E940>, <Card.Card object at 0x000001E8221498B0>]","[<Card.Card object at 0x000001E82211D610>, <Card.Card object at 0x000001E82214D400>, <Card.Card object at 0x000001E82213EF10>]",13,False,False,0,
614,AC,1,21,False,False,"[<Card.Card object at 0x000001E822154460>, <Card.Card object at 0x000001E82215BE20>, <Card.Card object at 0x000001E822135310>, <Card.Card object at 0x000001E822149D00>]","[<Card.Card object at 0x000001E8221541C0>, <Card.Card object at 0x000001E822156520>]",19,False,False,0,
615,QH,10,24,True,False,"[<Card.Card object at 0x000001E822156A00>, <Card.Card object at 0x000001E822156F40>, <Card.Card object at 0x000001E822159400>]","[<Card.Card object at 0x000001E822154340>, <Card.Card object at 0x000001E822156CD0>]",20,False,False,0,
616,QH,10,25,True,False,"[<Card.Card object at 0x000001E822154C70>, <Card.Card object at 0x000001E822149BB0>, <Card.Card object at 0x000001E8221595E0>]","[<Card.Card object at 0x000001E82215B190>, <Card.Card object at 0x000001E82214E100>]",13,False,False,0,
617,QH,10,24,True,False,"[<Card.Card object at 0x000001E82215B100>, <Card.Card object at 0x000001E822154880>, <Card.Card object at 0x000001E8221492B0>]","[<Card.Card object at 0x000001E82213E760>, <Card.Card object at 0x000001E82215BC10>]",15,False,False,0,
618,AH,1,22,True,False,"[<Card.Card object at 0x000001E822159430>, <Card.Card object at 0x000001E82214E160>, <Card.Card object at 0x000001E822135F10>, <Card.Card object at 0x000001E822141F40>]","[<Card.Card object at 0x000001E822154610>, <Card.Card object at 0x000001E8221595B0>, <Card.Card object at 0x000001E82214D640>]",17,False,False,0,
619,7C,7,26,True,False,"[<Card.Card object at 0x000001E82215BB20>, <Card.Card object at 0x000001E822149730>, <Card.Card object at 0x000001E82214DDF0>]","[<Card.Card object at 0x000001E8221240A0>, <Card.Card object at 0x000001E8221598B0>]",21,False,True,1,
620,4H,4,21,False,False,"[<Card.Card object at 0x000001E822141F10>, <Card.Card object at 0x000001E8221564F0>, <Card.Card object at 0x000001E82215EBE0>]","[<Card.Card object at 0x000001E822146C10>, <Card.Card object at 0x000001E8221597C0>]",12,False,False,0,
621,7S,7,22,True,False,"[<Card.Card object at 0x000001E8221311C0>, <Card.Card object at 0x000001E822159E20>, <Card.Card object at 0x000001E822159CD0>]","[<Card.Card object at 0x000001E8221594F0>, <Card.Card object at 0x000001E822141A60>]",20,False,False,0,
622,AH,1,17,False,False,"[<Card.Card object at 0x000001E82215E490>, <Card.Card object at 0x000001E82212F3A0>]","[<Card.Card object at 0x000001E82215E040>, <Card.Card object at 0x000001E82215B8E0>]",17,False,False,0,
623,KS,10,19,False,False,"[<Card.Card object at 0x000001E822148BE0>, <Card.Card object at 0x000001E822143A00>]","[<Card.Card object at 0x000001E822156EE0>, <Card.Card object at 0x000001E82214DA90>]",20,False,False,1,
624,7S,7,25,True,False,"[<Card.Card object at 0x000001E82215E970>, <Card.Card object at 0x000001E822148FD0>, <Card.Card object at 0x000001E82215B790>, <Card.Card object at 0x000001E8221563D0>]","[<Card.Card object at 0x000001E822149340>, <Card.Card object at 0x000001E8221439A0>]",17,False,False,0,
625,QD,10,18,False,False,"[<Card.Card object at 0x000001E822143E20>, <Card.Card object at 0x000001E822156160>]","[<Card.Card object at 0x000001E822143C10>, <Card.Card object at 0x000001E82215B460>]",17,False,False,0,
626,TH,10,18,False,False,"[<Card.Card object at 0x000001E82214DEB0>, <Card.Card object at 0x000001E822154F10>]","[<Card.Card object at 0x000001E822148F40>, <Card.Card object at 0x000001E82213BA90>]",13,False,False,0,
